Article Name,Topic,Functions Spanned,Live Link
Manage contact email logging rules,Connected Email,Domains; Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records,https://knowledge.hubspot.com/connected-email/manage-contact-email-logging-rules
Manage your HubSpot Sales extension settings,Connected Email,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Email; Inbox; Manage additional BCC addresses; Manage blocked IP addresses,https://knowledge.hubspot.com/connected-email/manage-your-hubspot-sales-extension-settings
Manage meetings in Google Calendar with the HubSpot Sales Chrome extension,Connected Email,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Records; Associations; Email,https://knowledge.hubspot.com/connected-email/manage-your-meetings-in-google-calendar-with-the-hubspot-sales-chrome-extension
Outlook crashing with HubSpot Sales installed,Connected Email,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Email,https://knowledge.hubspot.com/connected-email/outlook-crashing-with-hubspot-sales-installed
Outlook desktop add-in | Frequently Asked Questions,Connected Email,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Email,https://knowledge.hubspot.com/connected-email/outlook-desktop-add-in-technical-faq
Sales tools not appearing in HubSpot Sales Outlook desktop add-in after upgrading,Connected Email,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email,https://knowledge.hubspot.com/connected-email/paid-sales-hub-features-not-appearing-in-hubspot-sales-after-upgrading
Remove access to HubSpot in your Google account,Connected Email,Account Settings; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Email; Meetings; Conversations Inbox,https://knowledge.hubspot.com/connected-email/remove-access-to-hubspot-from-google
Sending limits for connected email accounts,Connected Email,Users; Ai; Enrollment; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Email; Sequences,https://knowledge.hubspot.com/connected-email/sales-email-send-limits
HubSpot Sales for Outlook install error: 'an application with the same identity is already installed',Connected Email,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Email,https://knowledge.hubspot.com/connected-email/sales-for-outlook-install-error-an-application-with-the-same-identity-is-already-installed
HubSpot Sales for Outlook install error: 'Customized functionality in this application will not work...',Connected Email,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Email,https://knowledge.hubspot.com/connected-email/sales-for-outlook-install-error-customized-functionality-in-this-application-will-not-work
HubSpot Sales for Outlook install error: 'general installer error',Connected Email,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Email,https://knowledge.hubspot.com/connected-email/sales-for-outlook-install-error-general-installer-error
HubSpot Sales for Outlook install error: 'Application cannot be started. Contact the application vendor.',Connected Email,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Email,https://knowledge.hubspot.com/connected-email/sales-outlook-desktop-install-error-application-cannot-be-started-contact-the-application-vendor
HubSpot Sales for Outlook install error: 'Value does not fall within the expected range',Connected Email,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Email,https://knowledge.hubspot.com/connected-email/sales-outlook-desktop-install-error-value-does-not-fall-within-the-expected-range
Set sending limits for connected email accounts,Connected Email,Permissions; Users; Ai; Enrollment; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Ads; Email,https://knowledge.hubspot.com/connected-email/set-daily-send-limits-for-connected-email-accounts
Set up IMAP or Exchange settings,Connected Email,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Email; Inbox; Set up IMAP settings,https://knowledge.hubspot.com/connected-email/set-up-imap-settings-for-your-email-domain
Summarize an email thread on the HubSpot mobile app for iOS,Connected Email,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Email,https://knowledge.hubspot.com/connected-email/summarize-an-email-thread-on-the-hubspot-mobile-app-for-ios
Technical requirements for connecting your inbox to HubSpot using IMAP,Connected Email,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Email; Conversations Inbox; Inbox,https://knowledge.hubspot.com/connected-email/technical-requirements-for-connecting-your-inbox-to-hubspot-with-imap
Track and log emails with the HubSpot Sales Chrome extension,Connected Email,Account Settings; Domains; Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts,https://knowledge.hubspot.com/connected-email/track-and-log-emails-with-the-hubspot-sales-chrome-extension
Track and log emails with the HubSpot Sales Office 365 add-in,Connected Email,Domains; Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies,https://knowledge.hubspot.com/connected-email/track-and-log-emails-with-the-hubspot-sales-office-365-add-in
Track and log emails with the HubSpot Sales Outlook desktop add-in,Connected Email,Account Settings; Domains; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies,https://knowledge.hubspot.com/connected-email/track-and-log-emails-with-the-hubspot-sales-outlook-desktop-add-in
Troubleshoot errors when connecting an Exchange account,Connected Email,Account Settings; Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Email; Inbox,https://knowledge.hubspot.com/connected-email/troubleshoot-errors-when-connecting-an-inbox-with-exchange
Troubleshoot errors when connecting an inbox with IMAP and SMTP,Connected Email,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Email; Inbox,https://knowledge.hubspot.com/connected-email/troubleshoot-imap-inbox-connection
Troubleshoot inbox and calendar connection errors,Connected Email,Permissions; Users; Ai; Workflow; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Records; Email,https://knowledge.hubspot.com/connected-email/troubleshoot-office-365-inbox-and-calendar-connection-errors
Troubleshoot the HubSpot Sales Outlook desktop add-in,Connected Email,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Ads; Email; Inbox; Configure firewall settings,https://knowledge.hubspot.com/connected-email/troubleshoot-the-hubspot-sales-outlook-desktop-add-in
Troubleshoot the HubSpot Sales Chrome extension,Connected Email,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Email; Forms; Inbox,https://knowledge.hubspot.com/connected-email/troubleshooting-the-hubspot-sales-chrome-extension
Troubleshoot the HubSpot Sales Office 365 add-in,Connected Email,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Ads; Email; Leads,https://knowledge.hubspot.com/connected-email/troubleshooting-the-hubspot-sales-office-365-add-in
Turn off one-to-one email tracking or attachment logging,Connected Email,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Email; Sequences; Conversations Inbox,https://knowledge.hubspot.com/connected-email/turn-off-one-to-one-email-tracking-or-attachment-logging
Understand HubSpot email tracking and logging,Connected Email,Domains; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records; Properties,https://knowledge.hubspot.com/connected-email/understand-hubspot-sales-email-open-and-click-tracking
Uninstall the HubSpot Sales email extension,Connected Email,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Records; Email; Inbox,https://knowledge.hubspot.com/connected-email/uninstall-the-hubspot-sales-email-extension
Use contact profiles with the HubSpot Sales Chrome extension,Connected Email,Users; Ai; Enrollment; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals,https://knowledge.hubspot.com/connected-email/use-contact-profiles-with-the-hubspot-sales-chrome-extension
Use contact profiles with the HubSpot Sales Office 365 add-in,Connected Email,Users; Ai; Enrollment; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Companies; Deals; Tickets,https://knowledge.hubspot.com/connected-email/use-contact-profiles-with-the-hubspot-sales-office-365-add-in
Use contact profiles with the Outlook desktop add-in,Connected Email,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Companies; Deals; Tickets; Records,https://knowledge.hubspot.com/connected-email/use-contact-profiles-with-the-hubspot-sales-office-365-add-in-and-outlook-desktop-add-in
Use sales tools in the HubSpot Sales Chrome extension,Connected Email,Users; Ai; Delays; Payments; Payment Links; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts,https://knowledge.hubspot.com/connected-email/use-sales-tools-in-the-hubspot-sales-chrome-extension
Use sales tools with the HubSpot Sales Office 365 add-in,Connected Email,Users; Ai; Payments; Payment Links; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Email,https://knowledge.hubspot.com/connected-email/use-sales-tools-with-the-hubspot-sales-office-365-add-in
Use sales tools with the HubSpot Sales Outlook desktop add-in,Connected Email,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Email; Meetings; Sequences,https://knowledge.hubspot.com/connected-email/use-sales-tools-with-the-hubspot-sales-outlook-desktop-add-in
Use the HubSpot Sales Chrome extension across the web,Connected Email,Permissions; Users; Breeze; Ai; Delays; Enrollment; Subscriptions; Products; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/connected-email/use-the-hubspot-sales-chrome-extension-across-the-web
View deal information in Gmail with the HubSpot Sales Chrome extension,Connected Email,Permissions; Users; Breeze; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies,https://knowledge.hubspot.com/connected-email/view-deal-context-in-gmail
Requirements to use HubSpot tools with your connected email,Connected Email,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Records; Email; Calling; Meetings,https://knowledge.hubspot.com/connected-email/what-features-are-supported-by-my-email-provider-and-require-a-connected-inbox
Track legal basis of processing in HubSpot,Contacts,Users; Ai; Workflow; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Records,https://knowledge.hubspot.com/contacts/how-can-i-track-lawful-basis-of-processing-in-hubspot
Understand marketing contacts,Contacts,Users; Ai; Workflow; Workflows; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records,https://knowledge.hubspot.com/contacts/marketing-contacts-faq
Manage your contacts' messaging subscriptions,Contacts,Users; Ai; Workflow; Workflows; Enrollment; Automation; Subscriptions; Products; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/contacts/remove-an-opt-out-of-email-status
Set contacts as marketing,Contacts,Permissions; Teams; Users; Ai; Workflow; Workflows; Enrollment; Automation; Subscriptions; Blog; Cms; Content,https://knowledge.hubspot.com/contacts/set-contacts-as-marketing
Set contacts as non-marketing,Contacts,Users; Ai; Workflow; Workflows; Enrollment; Automation; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts,https://knowledge.hubspot.com/contacts/set-contacts-as-non-marketing
Analyze topic performance,Content Strategy,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Lists; Email; Analytics; Analyze overall topic performance,https://knowledge.hubspot.com/content-strategy/analyze-topic-performance
Turn on the Google Search Console integration in HubSpot,Content Strategy,Domains; Users; Ai; Subscriptions; Blog; Cms; Content; Landing Pages; Website Pages; Knowledge Base; Contacts; Properties,https://knowledge.hubspot.com/content-strategy/enable-the-google-search-console-integration-for-your-content-strategy-tool
Language settings for the SEO tool,Content Strategy,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email,https://knowledge.hubspot.com/content-strategy/language-settings-for-the-seo-tool
"Topics, pillar pages, and subtopic keywords",Content Strategy,Users; Ai; Subscriptions; Blog; Cms; Content; Landing Pages; Website Pages; Knowledge Base; Email; Analytics; Sequences,https://knowledge.hubspot.com/content-strategy/pillar-pages-topics-and-subtopics
Understand Google Search Console metrics in HubSpot,Content Strategy,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Ads; Email; Forms,https://knowledge.hubspot.com/content-strategy/understand-metrics-in-the-google-search-console-integration
Validate internal links between subtopic content and pillar pages,Content Strategy,Users; Ai; Subscriptions; Blog; Cms; Content; Landing Pages; Knowledge Base; Ctas; Email; Snippets,https://knowledge.hubspot.com/content-strategy/validate-internal-links-between-subtopic-keyword-content-and-pillar-pages
Validation metrics in the SEO tool,Content Strategy,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email,https://knowledge.hubspot.com/content-strategy/validation-metrics-in-the-seo-tool
Create a rule-based chatbot,Conversations,Permissions; Teams; Users; Breeze; Ai; Branches; Subscriptions; Products; Blog; Cms; Content; Landing Pages,https://knowledge.hubspot.com/conversations/chatflow-availability-settings
Set up the conversations inbox,Conversations,Permissions; Teams; Users; Ai; Agents; Automation; Subscriptions; Products; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/conversations/create-a-conversations-inbox
Add personalization tokens to a template or snippet,Conversations,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Deals; Records; Email; Snippets,https://knowledge.hubspot.com/conversations/how-do-i-add-personalization-tokens-to-a-template-or-snippet
